signal,gamma,is_short,lb,hz,th,move_ratio,mr_grade,dist_field,dist_bin,n,mfe_p50,mae_p50,mfe_mae,pct_mfe_02,pct_mae_02,recommended_tp,recommended_sl,best_tp,best_sl,best_expected,best_p_tp,best_p_sl
G+做多,positive,False,15,30,0.001,>100%,★★★推荐,距HedgeWall,far,15,0.003944523315496363,-0.0007691310421579582,5.128545201386199,0.8,0.13333333333333333,0.003944523315496363,0.001180728226875808,0.003,0.002,0.0025686767389915097,0.8,0.0
G+做空,positive,True,15,15,0.002,50-70%,★★☆可选,距Support,near,41,0.0017569597568367695,-0.0003426790824913615,5.12712869447192,0.36585365853658536,0.0,0.0017569597568367695,0.0007786272627039839,0.002,0.002,0.0008404682770818826,0.24390243902439024,0.0
G+做多,positive,False,30,30,0.001,>100%,★★★推荐,距Support,near,62,0.0023283610435389343,-0.000454653804675124,5.121173560183183,0.532258064516129,0.08064516129032258,0.0023283610435389343,0.000996523884642948,0.003,0.002,0.0014721318469883573,0.3387096774193548,0.04838709677419355
G-做多,negative,False,10,30,0.001,<30%,★☆☆观望,距Support,far,24,0.003559628283554415,-0.0006959676494011926,5.114646185950027,0.5833333333333334,0.16666666666666666,0.003559628283554415,0.0012272249295211593,0.003,0.002,0.001311635902954289,0.5416666666666666,0.16666666666666666
G+做多,positive,False,15,30,0.0015,70-100%,★★★推荐,距HedgeWall,medium,21,0.002166079776132755,-0.00042752311845905335,5.066579285677189,0.5238095238095238,0.047619047619047616,0.002166079776132755,0.001129507055029855,0.002,0.002,0.0008751972206151921,0.5238095238095238,0.047619047619047616
G+做多,positive,False,15,30,0.001,>100%,★★★推荐,距Support,near,57,0.0021791771175932594,-0.00043216568843686387,5.042457501601543,0.5087719298245614,0.03508771929824561,0.0021791771175932594,0.0007472069226260845,0.003,0.002,0.0017063523462584793,0.3684210526315789,0.0
G+做空,positive,True,10,30,0.002,30-50%,★☆☆观望,距Support,medium,14,0.0028402267023341643,-0.0005646912772816976,5.029698202540696,0.8571428571428571,0.0,0.0028402267023341643,0.0008195658518747685,0.003,0.002,0.0018089620553132708,0.2857142857142857,0.0
G+做多,positive,False,30,30,0.002,>100%,★★★推荐,距HedgeWall,near,25,0.0016162176924351054,-0.0003252692423614384,4.96886112164017,0.44,0.0,0.0016162176924351054,0.0007472069226260845,0.003,0.002,0.001242951122182009,0.32,0.0
G+做多,positive,False,30,15,0.002,>100%,★★★推荐,距HedgeWall,near,25,0.0016162176924351054,-0.0003252692423614384,4.96886112164017,0.32,0.0,0.0016162176924351054,0.0007472069226260845,0.0025,0.002,0.0010202038914600066,0.12,0.0
G+做多,positive,False,10,15,0.002,70-100%,★★★推荐,距HedgeWall,medium,10,0.001727605770255399,-0.0003485003446449458,4.957256992142989,0.4,0.0,0.001727605770255399,0.000835966569806961,0.003,0.002,0.0015374158927449978,0.2,0.0
G+做多,positive,False,15,30,0.0005,>100%,★★★推荐,距Support,near,70,0.0021275749844396723,-0.0004301715201955857,4.945875969362941,0.5142857142857142,0.05714285714285714,0.0021275749844396723,0.0007416054085149952,0.003,0.002,0.0015723603167780494,0.3,0.02857142857142857
G+做空,positive,True,15,30,0.002,50-70%,★★☆可选,距Support,far,15,0.003548195459610173,-0.0007247832719425369,4.8955261482517844,0.6666666666666666,0.0,0.003548195459610173,0.0010039093239650647,0.003,0.002,0.002053468261323938,0.5333333333333333,0.0
G+做多,positive,False,10,30,0.0005,>100%,★★★推荐,距Support,near,62,0.002083445241873488,-0.0004301715201955857,4.843289581156395,0.5161290322580645,0.03225806451612903,0.002083445241873488,0.0007210751134471385,0.003,0.002,0.0015834145335081606,0.3064516129032258,0.0
G-做多,negative,False,15,15,0.0015,<30%,★☆☆观望,距Support,far,17,0.0023542466638065643,-0.0004885324242470416,4.819018241082124,0.6470588235294118,0.0,0.0023542466638065643,0.0007516848500646413,0.003,0.002,0.0017286289194623184,0.058823529411764705,0.0
G-做多,negative,False,15,30,0.001,<30%,★☆☆观望,距Support,near,31,0.0018584859010632177,-0.00038610556633042367,4.813413903162307,0.4838709677419355,0.16129032258064516,0.0018584859010632177,0.0006132802218952926,0.003,0.002,0.0010604659597830642,0.16129032258064516,0.16129032258064516
G-做多,negative,False,15,30,0.0015,<30%,★☆☆观望,距Support,near,20,0.0019524337631402042,-0.0004063407764125827,4.804917144613069,0.5,0.15,0.0019524337631402042,0.0006015017639835249,0.003,0.002,0.000979039269608162,0.15,0.15
G-做多,negative,False,30,30,0.001,<30%,★☆☆观望,距Support,near,27,0.002046381625217191,-0.0004265759864947418,4.79722649657968,0.5185185185185185,0.037037037037037035,0.002046381625217191,0.0006132802218952926,0.002,0.002,0.0012956950596096362,0.48148148148148145,0.037037037037037035
G+做多,positive,False,30,30,0.0005,>100%,★★★推荐,距Support,near,74,0.0020356276836842368,-0.0004301715201955857,4.732130297139848,0.5,0.06756756756756757,0.0020356276836842368,0.0007636500122749898,0.003,0.002,0.0014780279797450004,0.28378378378378377,0.04054054054054054
G-做多,negative,False,15,15,0.002,50-70%,★★☆可选,距Support,medium,13,0.001472885251548619,-0.0003132743704448024,4.701582352419522,0.38461538461538464,0.0,0.001472885251548619,0.0007116883194716425,0.003,0.002,0.0009042463820739918,0.0,0.0
G-做空,negative,True,15,30,0.0015,50-70%,★★☆可选,距HedgeWall,medium,22,0.0016147900286878252,-0.00034355202677447793,4.700277986564875,0.3181818181818182,0.0,0.0016147900286878252,0.0006770147853890972,0.003,0.002,0.0009215252046323751,0.18181818181818182,0.0
G+做空,positive,True,15,30,0.002,30-50%,★☆☆观望,距Support,medium,40,0.0025847591433965328,-0.0005518879958070926,4.6834849879576135,0.65,0.025,0.0025847591433965328,0.0007544140769519224,0.002,0.002,0.0011860450229217417,0.6,0.025
G+做多,positive,False,15,15,0.001,>100%,★★★推荐,距HedgeWall,near,45,0.0015121668857887233,-0.0003252692423614384,4.648969803632423,0.26666666666666666,0.0,0.0015121668857887233,0.000691540641198864,0.0025,0.002,0.0010027905246411347,0.06666666666666667,0.0
G-做多,negative,False,15,15,0.001,<30%,★☆☆观望,距Support,far,23,0.002219878596127507,-0.0004885324242470416,4.543973922608986,0.5652173913043478,0.0,0.002219878596127507,0.0009114234545697805,0.003,0.002,0.0015433516134180788,0.13043478260869565,0.0
G-做多,negative,False,30,30,0.0005,<30%,★☆☆观望,距Support,near,32,0.0019524337631402042,-0.0004301513481763569,4.538946051006516,0.5,0.125,0.0019524337631402042,0.0006719985166485537,0.002,0.002,0.0010307427065456307,0.46875,0.125
G-做空,negative,True,10,15,0.002,>100%,★★★推荐,距HedgeWall,near,10,0.004561081465709764,-0.0010072631742860181,4.528192414999001,1.0,0.1,0.004561081465709764,0.001614524532542959,0.003,0.002,0.0028378488969353563,0.7,0.0
G-做空,negative,True,15,15,0.0015,>100%,★★★推荐,距HedgeWall,near,18,0.004561081465709764,-0.0010072631742860181,4.528192414999001,0.8333333333333334,0.05555555555555555,0.004561081465709764,0.0016624453357293588,0.003,0.002,0.0023608191265625566,0.6111111111111112,0.0
G-做多,negative,False,10,15,0.0015,<30%,★☆☆观望,距Support,near,17,0.0017408612347561535,-0.00038610556633042367,4.508770104770645,0.35294117647058826,0.17647058823529413,0.0017408612347561535,0.0006618183686328478,0.003,0.002,0.0010915353526379972,0.11764705882352941,0.17647058823529413
G-做空,negative,True,10,30,0.001,>100%,★★★推荐,距HedgeWall,near,23,0.005281907323663212,-0.0011895327091643786,4.440321214347809,0.7391304347826086,0.17391304347826086,0.005281907323663212,0.0018362362031539763,0.003,0.002,0.0018697468541834775,0.6086956521739131,0.13043478260869565
G-做多,negative,False,15,15,0.0015,50-70%,★★☆可选,距Support,medium,21,0.0013848195281817345,-0.0003132743704448024,4.420468633343671,0.3333333333333333,0.09523809523809523,0.0013848195281817345,0.0007460362190943366,0.003,0.002,0.0006767674191849703,0.047619047619047616,0.09523809523809523
G+做多,positive,False,15,15,0.001,70-100%,★★★推荐,距HedgeWall,medium,39,0.0011866209944234498,-0.0002694775708308382,4.4034128360476394,0.15384615384615385,0.0,0.0011866209944234498,0.0008636457180556363,0.003,0.002,0.0007714868451743885,0.05128205128205128,0.0
G+做空,positive,True,10,15,0.0015,30-50%,★☆☆观望,距HedgeWall,medium,18,0.0014644287529529385,-0.00033658052015797394,4.350901686959214,0.3888888888888889,0.0,0.0014644287529529385,0.0006881833724936334,0.002,0.002,0.000650773985072649,0.3333333333333333,0.0
G-做空,negative,True,15,15,0.001,50-70%,★★☆可选,距Support,medium,19,0.0018676160133970772,-0.00043049391703128245,4.338309879675638,0.42105263157894735,0.10526315789473684,0.0018676160133970772,0.0007536133266869717,0.0015,0.002,0.0008076384620869235,0.5263157894736842,0.10526315789473684
G-做多,negative,False,10,15,0.0015,<30%,★☆☆观望,距Support,far,12,0.002292024344536325,-0.000535199031450473,4.282564447705709,0.6666666666666666,0.0,0.002292024344536325,0.0007876455915265282,0.0025,0.002,0.0018196590716972137,0.25,0.0
G-做多,negative,False,15,15,0.002,<30%,★☆☆观望,距Support,far,14,0.0022870626299670354,-0.000535199031450473,4.2732936637959495,0.6428571428571429,0.0,0.0022870626299670354,0.0007448700690243144,0.0025,0.002,0.0017483663320020507,0.21428571428571427,0.0
G+做多,positive,False,30,15,0.0015,>100%,★★★推荐,距Support,near,48,0.0018757403935128125,-0.0004412068808115606,4.2513851779975775,0.4791666666666667,0.041666666666666664,0.0018757403935128125,0.0009851890401561406,0.003,0.002,0.0013258030438834157,0.25,0.041666666666666664
G+做多,positive,False,30,15,0.0005,>100%,★★★推荐,距Support,near,74,0.001542087927098111,-0.00036321720748282973,4.245635656375145,0.32432432432432434,0.04054054054054054,0.001542087927098111,0.0007032263576822707,0.003,0.002,0.0011219090672914124,0.16216216216216217,0.04054054054054054
G-做多,negative,False,30,30,0.001,<30%,★☆☆观望,距Support,far,22,0.0028743340238306103,-0.0006772635974129902,4.244040333497894,0.5454545454545454,0.13636363636363635,0.0028743340238306103,0.0010069285316445015,0.003,0.002,0.001377737320291242,0.5,0.13636363636363635
G+做多,positive,False,10,30,0.0005,>100%,★★★推荐,距HedgeWall,near,50,0.0016372721303125409,-0.0003863391544941861,4.237914048489692,0.4,0.0,0.0016372721303125409,0.0006942627632633425,0.003,0.002,0.0012955730958824504,0.16,0.0
G+做多,positive,False,15,15,0.0005,>100%,★★★推荐,距Support,near,70,0.0015697381388247058,-0.0003706738720422077,4.234822730224599,0.34285714285714286,0.02857142857142857,0.0015697381388247058,0.0007041337317037635,0.003,0.002,0.0012430279113317094,0.17142857142857143,0.02857142857142857
G-做多,negative,False,15,15,0.0015,<30%,★☆☆观望,距Support,near,20,0.0017180151149744478,-0.0004063407764125827,4.228015534503093,0.35,0.15,0.0017180151149744478,0.0006015017639835249,0.003,0.002,0.0010525878942786605,0.05,0.15
G+做多,positive,False,15,15,0.002,>100%,★★★推荐,距HedgeWall,near,11,0.002640161515763381,-0.000627115415610581,4.21000895535765,0.6363636363636364,0.0,0.002640161515763381,0.0008623671808288792,0.0025,0.002,0.0017481066987097304,0.2727272727272727,0.0
G-做空,negative,True,10,15,0.0015,>100%,★★★推荐,距HedgeWall,near,13,0.004317263935862967,-0.0010281755926931512,4.1989558656557335,0.8461538461538461,0.07692307692307693,0.004317263935862967,0.0017561884736691524,0.003,0.002,0.0024273869142084326,0.6153846153846154,0.0
G+做空,positive,True,30,30,0.002,30-50%,★☆☆观望,距HedgeWall,near,22,0.0022224052723703227,-0.0005305062432207057,4.189216056870681,0.5454545454545454,0.0,0.0022224052723703227,0.0009114468005745357,0.0025,0.002,0.0010859384244338958,0.3181818181818182,0.0
G-做空,negative,True,10,15,0.002,50-70%,★★☆可选,距HedgeWall,far,17,0.0016432246327197433,-0.0003931099631702464,4.180063561523376,0.35294117647058826,0.23529411764705882,0.0016432246327197433,0.0008361426740582127,0.003,0.0035,0.0008268343092325139,0.11764705882352941,0.0
G+做空,positive,True,15,30,0.002,50-70%,★★☆可选,距Support,near,41,0.002177083089320418,-0.0005213514388100548,4.1758455568655295,0.6097560975609756,0.024390243902439025,0.002177083089320418,0.0010750954147180033,0.0015,0.0025,0.0007018217906966181,0.6585365853658537,0.0
G+做空,positive,True,30,30,0.002,30-50%,★☆☆观望,距Support,near,23,0.002378161857428936,-0.000571519009601466,4.161124682602046,0.5652173913043478,0.0,0.002378161857428936,0.0009014219768364602,0.0025,0.002,0.001066740263258104,0.30434782608695654,0.0
G+做多,positive,False,30,15,0.001,>100%,★★★推荐,距Support,near,62,0.0016036680705174252,-0.0003855331898135098,4.159610930755798,0.3709677419354839,0.04838709677419355,0.0016036680705174252,0.0007761597034403797,0.003,0.002,0.001156581798666532,0.1935483870967742,0.04838709677419355
G+做多,positive,False,15,30,0.0005,>100%,★★★推荐,距HedgeWall,near,58,0.0016372721303125409,-0.0003937958190535641,4.157667631534299,0.41379310344827586,0.034482758620689655,0.0016372721303125409,0.0006951262029078424,0.003,0.002,0.0012769865892148873,0.15517241379310345,0.034482758620689655
G-做多,negative,False,15,30,0.0005,<30%,★☆☆观望,距Support,far,28,0.002866319536175293,-0.0006959676494011926,4.118466625052847,0.5357142857142857,0.10714285714285714,0.002866319536175293,0.0014936557473699589,0.003,0.002,0.0012072075524150717,0.5,0.10714285714285714
G+做空,positive,True,15,15,0.002,50-70%,★★☆可选,距HedgeWall,near,30,0.0014948584849266214,-0.0003635533233222867,4.111799807703705,0.23333333333333334,0.0,0.0014948584849266214,0.0007572239156662612,0.002,0.002,0.0006841920333248302,0.13333333333333333,0.0
G+做空,positive,True,15,30,0.002,50-70%,★★☆可选,距HedgeWall,near,30,0.002148594831035429,-0.0005235998249761202,4.103505632633509,0.5333333333333333,0.03333333333333333,0.002148594831035429,0.0011350373821677753,0.0015,0.0025,0.0004091564472853782,0.5333333333333333,0.0
G-做多,negative,False,10,30,0.001,<30%,★☆☆观望,距Support,near,28,0.0017627934746195866,-0.0004301513481763569,4.098077297892979,0.42857142857142855,0.21428571428571427,0.0017627934746195866,0.0017158750247704112,0.003,0.002,0.0006353192852872588,0.14285714285714285,0.21428571428571427
G-做空,negative,True,10,15,0.001,70-100%,★★★推荐,距Support,far,28,0.0016043897922829922,-0.00039154848614681435,4.097550747984282,0.42857142857142855,0.21428571428571427,0.0016043897922829922,0.0008737682942538505,0.002,0.002,0.0005297763721037248,0.39285714285714285,0.21428571428571427
G+做多,positive,False,10,15,0.001,>100%,★★★推荐,距Support,near,38,0.001999735482091714,-0.0004889616507810759,4.089759347992428,0.5,0.0,0.001999735482091714,0.0007761597034403797,0.003,0.002,0.0014376918541507155,0.2631578947368421,0.0
G-做多,negative,False,15,15,0.001,30-50%,★☆☆观望,距HedgeWall,near,57,0.001596992905926167,-0.000393305266755257,4.06044119139633,0.3157894736842105,0.10526315789473684,0.001596992905926167,0.0009939085901674901,0.003,0.002,0.0006844796604492334,0.08771929824561403,0.08771929824561403
G-做空,negative,True,10,15,0.0015,30-50%,★☆☆观望,距HedgeWall,medium,21,0.0019285037372293399,-0.00047518212840012386,4.058451742960873,0.47619047619047616,0.0,0.0019285037372293399,0.0009311057106309343,0.0015,0.002,0.0010121324688311642,0.5714285714285714,0.0
G+做多,positive,False,30,15,0.001,>100%,★★★推荐,距HedgeWall,near,49,0.001469667000070258,-0.0003624112428021534,4.055246710082266,0.20408163265306123,0.061224489795918366,0.001469667000070258,0.0007785025905345202,0.0025,0.002,0.0006988361904306074,0.061224489795918366,0.061224489795918366
G+做多,positive,False,15,15,0.002,70-100%,★★★推荐,距Support,near,30,0.0016344778684442406,-0.0004036089665840054,4.0496569793229495,0.4,0.2,0.0016344778684442406,0.0010838476514898718,0.003,0.004,0.001085859993203252,0.2,0.0
G+做空,positive,True,15,30,0.002,30-50%,★☆☆观望,距HedgeWall,far,28,0.002866104998403866,-0.0007091018336862897,4.041880675310517,0.5714285714285714,0.10714285714285714,0.002866104998403866,0.0012534659273310792,0.003,0.002,0.001532143166180243,0.35714285714285715,0.0
G-做空,negative,True,15,30,0.001,50-70%,★★☆可选,距Support,medium,19,0.002348031037942611,-0.0005819598388326306,4.03469600694885,0.5789473684210527,0.10526315789473684,0.002348031037942611,0.0008835963647272518,0.002,0.002,0.000874822322544485,0.5789473684210527,0.10526315789473684
G+做多,positive,False,30,30,0.001,70-100%,★★★推荐,距Support,far,19,0.002413159823297685,-0.0006006424649772457,4.017631060083478,0.8421052631578947,0.0,0.002413159823297685,0.0012386924556831277,0.002,0.002,0.0017444210500035457,0.8421052631578947,0.0
G+做空,positive,True,15,15,0.0015,50-70%,★★☆可选,距HedgeWall,medium,30,0.0009413484991857848,-0.00023533547371441598,4.000028063461987,0.16666666666666666,0.0,0.0009413484991857848,0.0009615789845143952,0.0025,0.002,0.000228945625474333,0.1,0.0
G+做多,positive,False,15,30,0.001,>100%,★★★推荐,距HedgeWall,near,45,0.001632660370825762,-0.00040865513682486617,3.9952033480138467,0.37777777777777777,0.0,0.001632660370825762,0.000691540641198864,0.003,0.002,0.001361379638594074,0.2,0.0
G+做多,positive,False,15,15,0.001,>100%,★★★推荐,距Support,near,57,0.001632660370825762,-0.00040865513682486617,3.9952033480138467,0.42105263157894735,0.0,0.001632660370825762,0.0006951701372848352,0.003,0.002,0.001418567661302424,0.21052631578947367,0.0
G+做多,positive,False,30,30,0.0005,>100%,★★★推荐,距HedgeWall,near,61,0.001632660370825762,-0.00040865513682486617,3.9952033480138467,0.39344262295081966,0.04918032786885246,0.001632660370825762,0.0006949943997768642,0.003,0.002,0.0011964102330778133,0.14754098360655737,0.04918032786885246
G-做多,negative,False,15,30,0.002,50-70%,★★☆可选,距HedgeWall,far,35,0.0035884010302670868,-0.0009001460270619692,3.9864654427009416,0.6285714285714286,0.37142857142857144,0.0035884010302670868,0.0029283165959662276,0.003,0.002,0.0007862992946863379,0.5142857142857142,0.37142857142857144
G-做多,negative,False,10,15,0.001,<30%,★☆☆观望,距Support,near,28,0.0016121379873111144,-0.0004063407764125827,3.9674531351345648,0.32142857142857145,0.21428571428571427,0.0016121379873111144,0.0016309196207199429,0.003,0.002,0.0005964994555751089,0.07142857142857142,0.21428571428571427
G+做多,positive,False,15,15,0.0005,>100%,★★★推荐,距HedgeWall,near,58,0.0014245939813069671,-0.0003591697713455339,3.9663526692964868,0.20689655172413793,0.034482758620689655,0.0014245939813069671,0.0006942627632633425,0.0025,0.002,0.0008841236328936646,0.05172413793103448,0.034482758620689655
G+做空,positive,True,30,15,0.002,30-50%,★☆☆观望,距Support,medium,71,0.0011957097221313323,-0.0003053671565204136,3.9156461217249463,0.323943661971831,0.028169014084507043,0.0011957097221313323,0.0008931035826598322,0.003,0.002,0.0006876852201858847,0.08450704225352113,0.014084507042253521
G-做多,negative,False,30,15,0.002,50-70%,★★☆可选,距Support,medium,31,0.001224322615687357,-0.0003132743704448024,3.908148036333146,0.2903225806451613,0.03225806451612903,0.001224322615687357,0.0007845680417189337,0.003,0.002,0.0007540207688115659,0.0967741935483871,0.0
G+做多,positive,False,30,15,0.0005,>100%,★★★推荐,距HedgeWall,near,61,0.0014007566174188213,-0.0003624112428021534,3.865102546455819,0.18032786885245902,0.04918032786885246,0.0014007566174188213,0.000691540641198864,0.0025,0.002,0.0007460938241790034,0.06557377049180328,0.04918032786885246
G-做多,negative,False,30,15,0.001,30-50%,★☆☆观望,距HedgeWall,near,63,0.0016921395772154335,-0.00043863285224401467,3.857758415856375,0.30158730158730157,0.07936507936507936,0.0016921395772154335,0.0010554597329895964,0.003,0.002,0.0008271495894199521,0.09523809523809523,0.06349206349206349
G+做空,positive,True,15,30,0.002,50-70%,★★☆可选,距HedgeWall,far,27,0.0027703405137616704,-0.0007247832719425369,3.822301950121873,0.6666666666666666,0.0,0.0027703405137616704,0.001045422351772816,0.003,0.002,0.0014467585237003743,0.37037037037037035,0.0
G+做多,positive,False,15,30,0.002,70-100%,★★★推荐,距HedgeWall,near,12,0.0019101305318645332,-0.0004997496250507838,3.822175017480861,0.5,0.16666666666666666,0.0019101305318645332,0.001704476703584774,0.003,0.002,0.0008638069475833648,0.3333333333333333,0.16666666666666666
G+做空,positive,True,15,30,0.002,30-50%,★☆☆观望,距HedgeWall,medium,22,0.0022155538101426243,-0.0005875219696201303,3.7710144040658062,0.5909090909090909,0.045454545454545456,0.0022155538101426243,0.0006805529465282772,0.002,0.002,0.0009388303060722378,0.5454545454545454,0.045454545454545456
G+做多,positive,False,30,30,0.0015,>100%,★★★推荐,距HedgeWall,far,18,0.0036245904736542708,-0.0009636439292293258,3.7613379420685367,0.7222222222222222,0.1111111111111111,0.0036245904736542708,0.001041587899367348,0.003,0.002,0.0021449623137523586,0.6666666666666666,0.0
G-做多,negative,False,30,15,0.002,<30%,★☆☆观望,距Support,far,17,0.002187988187288092,-0.0005818656386539043,3.760297982795157,0.5294117647058824,0.0,0.002187988187288092,0.000895527815912189,0.003,0.002,0.0015055495140883673,0.17647058823529413,0.0
G+做多,positive,False,10,15,0.0005,>100%,★★★推荐,距Support,near,62,0.0015697381388247058,-0.0004184162443895868,3.7516185374560282,0.3709677419354839,0.0,0.0015697381388247058,0.0007041337317037635,0.003,0.002,0.0012853401766644782,0.1774193548387097,0.0
G+做空,positive,True,10,30,0.002,50-70%,★★☆可选,距HedgeWall,far,10,0.002793468943355858,-0.0007517052673232604,3.7161758268677474,0.9,0.0,0.002793468943355858,0.0009866386430504779,0.0025,0.002,0.001781578815471778,0.6,0.0
G+做多,positive,False,30,30,0.001,>100%,★★★推荐,距HedgeWall,near,49,0.0015908073421877114,-0.0004281773519543075,3.7153000618245513,0.40816326530612246,0.061224489795918366,0.0015908073421877114,0.0007785025905345202,0.003,0.002,0.0011199822087733613,0.1836734693877551,0.061224489795918366
G+做空,positive,True,30,15,0.002,30-50%,★☆☆观望,距HedgeWall,far,41,0.0015991494569463428,-0.0004307449697748179,3.7125203290994575,0.4146341463414634,0.0975609756097561,0.0015991494569463428,0.001422048808005825,0.003,0.0025,0.0008283005322378253,0.2682926829268293,0.0
G+做多,positive,False,15,15,0.0005,70-100%,★★★推荐,距HedgeWall,medium,71,0.0010871266934229993,-0.0002958571084501818,3.674499149666557,0.11267605633802817,0.014084507042253521,0.0010871266934229993,0.0008573583686974643,0.003,0.003,0.0006039923395440424,0.056338028169014086,0.0
G+做多,positive,False,10,15,0.0005,>100%,★★★推荐,距HedgeWall,near,50,0.001410599223223247,-0.0003863391544941861,3.65119405272311,0.22,0.0,0.001410599223223247,0.0006942627632633425,0.0025,0.002,0.0009036308649710468,0.08,0.0
G-做空,negative,True,10,30,0.001,50-70%,★★☆可选,距Support,medium,11,0.002348031037942611,-0.0006500358410172777,3.6121562685959665,0.6363636363636364,0.18181818181818182,0.002348031037942611,0.0015246647723391746,0.003,0.0035,0.0016995886746189398,0.18181818181818182,0.0
G+做多,positive,False,30,15,0.0015,>100%,★★★推荐,距HedgeWall,near,35,0.0015355069187345221,-0.0004281773519543075,3.5861469826138355,0.2857142857142857,0.05714285714285714,0.0015355069187345221,0.0010063875802383416,0.0025,0.002,0.0007478127977193917,0.08571428571428572,0.05714285714285714
G-做多,negative,False,15,15,0.002,30-50%,★☆☆观望,距HedgeWall,near,31,0.0015707026416635688,-0.00043863285224401467,3.580905154796238,0.2903225806451613,0.03225806451612903,0.0015707026416635688,0.0010627298047164667,0.003,0.002,0.0008649426488774343,0.06451612903225806,0.0
G+做空,positive,True,15,30,0.0015,50-70%,★★☆可选,距Support,near,76,0.002116169948243103,-0.0005940897785689819,3.5620372956768303,0.5657894736842105,0.02631578947368421,0.002116169948243103,0.0010600427922030085,0.0015,0.0025,0.0009117287871478354,0.6710526315789473,0.0
G-做多,negative,False,15,30,0.002,<30%,★☆☆观望,距HedgeWall,far,165,0.0026772566367662854,-0.0007516848500646413,3.5616743327154383,0.6,0.26666666666666666,0.0026772566367662854,0.002197868459532377,0.003,0.002,0.0009559086032361647,0.3939393939393939,0.24848484848484848
G+做多,positive,False,30,30,0.001,70-100%,★★★推荐,距HedgeWall,far,51,0.002727099422710565,-0.0007710637565929388,3.5368014634232896,0.803921568627451,0.21568627450980393,0.002727099422710565,0.001768459150621052,0.002,0.004,0.0016259242609832382,0.7843137254901961,0.0
G+做多,positive,False,15,15,0.0005,70-100%,★★★推荐,距Support,medium,38,0.0009430368075347363,-0.0002666454618871071,3.536669256850136,0.3684210526315789,0.0,0.0009430368075347363,0.000914854162190127,0.003,0.002,0.0011120510961901266,0.3684210526315789,0.0
G+做空,positive,True,15,15,0.0015,50-70%,★★☆可选,距HedgeWall,near,56,0.0015549217396372862,-0.0004400223558124217,3.533733500350009,0.26785714285714285,0.0,0.0015549217396372862,0.0007525939930166279,0.002,0.002,0.0008497681255927368,0.17857142857142858,0.0
G+做多,positive,False,15,30,0.002,70-100%,★★★推荐,距HedgeWall,medium,13,0.0025033504807719965,-0.0007184107758689851,3.4845669982385212,0.6153846153846154,0.0,0.0025033504807719965,0.0017938942093689322,0.003,0.002,0.0009443379913646659,0.15384615384615385,0.0
G-做多,negative,False,30,15,0.0005,30-50%,★☆☆观望,距HedgeWall,near,72,0.0016018175339932088,-0.00046080434509991375,3.4761337453228554,0.2777777777777778,0.1111111111111111,0.0016018175339932088,0.0011046569969979736,0.003,0.002,0.00072245014479306,0.08333333333333333,0.09722222222222222
G+做空,positive,True,10,30,0.002,30-50%,★☆☆观望,距HedgeWall,far,14,0.002866104998403866,-0.0008248922477748614,3.4745204675339787,0.7857142857142857,0.14285714285714285,0.002866104998403866,0.0011650531777924638,0.003,0.0025,0.0019749411715455625,0.35714285714285715,0.0
G-做多,negative,False,15,30,0.002,<30%,★☆☆观望,距Support,medium,94,0.002188657369880581,-0.0006320372684358454,3.462861257053768,0.5212765957446809,0.24468085106382978,0.002188657369880581,0.0018591054361752862,0.003,0.002,0.000894016666828753,0.3829787234042553,0.24468085106382978
G+做多,positive,False,30,15,0.0005,70-100%,★★★推荐,距Support,far,87,0.0008441291986634941,-0.00024382409624482755,3.4620417410094317,0.1839080459770115,0.011494252873563218,0.0008441291986634941,0.0005820002586159046,0.002,0.002,0.0006106498569607099,0.1724137931034483,0.0
G+做空,positive,True,15,30,0.0015,50-70%,★★☆可选,距HedgeWall,near,56,0.001931255214567442,-0.000558450901208372,3.458236364895474,0.5,0.03571428571428571,0.001931255214567442,0.0010698267389642106,0.0015,0.0025,0.000752730782574472,0.5892857142857143,0.0
G-做多,negative,False,15,15,0.002,50-70%,★★☆可选,距HedgeWall,far,35,0.002449221529680224,-0.0007089132616661592,3.4548959119819784,0.5714285714285714,0.22857142857142856,0.002449221529680224,0.001975534766401836,0.003,0.002,0.000936148693799863,0.4,0.22857142857142856
G+做空,positive,True,15,15,0.002,30-50%,★☆☆观望,距Support,medium,40,0.0010541737631994696,-0.00030523095896475074,3.453692137831961,0.375,0.0,0.0010541737631994696,0.0007332181411606225,0.003,0.002,0.0007530837377674494,0.1,0.0
G-做多,negative,False,15,15,0.0015,30-50%,★☆☆观望,距HedgeWall,near,38,0.0015784084660063322,-0.0004641065878033217,3.4009611315304737,0.2894736842105263,0.05263157894736842,0.0015784084660063322,0.001138805371467182,0.003,0.002,0.0007315435763249642,0.05263157894736842,0.02631578947368421
G-做多,negative,False,10,15,0.002,>100%,★★★推荐,距Support,near,18,0.0028155795931692246,-0.0008301380326007795,3.3917005155734876,0.6666666666666666,0.2222222222222222,0.0028155795931692246,0.001573102675180276,0.003,0.002,0.0010525167125892564,0.4444444444444444,0.2222222222222222
G+做空,positive,True,10,30,0.0015,50-70%,★★☆可选,距HedgeWall,far,29,0.002458068247541921,-0.0007247832719425369,3.3914527869191833,0.7241379310344828,0.0,0.002458068247541921,0.0010750954147180033,0.002,0.002,0.001325995201434402,0.6551724137931034,0.0
